segment_id,time_to_eruption
129209722,17247339.2870539
129821472,22791747.66916667
130210548,23423653.590277776
130333675,31388137.9375
130896653,27435072.66576121
131090356,19891300.492083333
132297482,38841770.885
134044657,29805196.85833309
134590404,23607847.568895753
135642091,28919967.2175
135705762,25266100.17
135816064,25662870.8775
136155089,23579077.613001693
136297561,19837400.726900585
136533490,23749229.420905475
137125909,33935602.806215785
137703328,22451780.66
138905402,13454217.74181818
139000518,34173643.37246032
139364004,29046620.020924777
140908408,23919853.25715819
142954907,13770537.8
143054339,24844964.085986115
143086312,16725942.67
143218394,26160353.843333334
143490047,21632639.2
144171772,24157569.46892529
145452470,10311786.42142857
145520060,24351093.923333332
145715195,35963025.8031508
146639315,23880355.858421054
146707180,4185792.51
147247985,20611767.515280366
147575332,34492370.33704157
147999969,34404701.6794277
148026391,3479063.58
148410925,6053003.83
149171657,1720889.414117647
150118880,27883651.23295798
150829925,21832038.697542515
150927985,28366200.800274387
151287602,6637354.4490476195
151713753,20369232.683351647
151860794,18335219.025
153701520,20225333.840303645
154166047,33400349.945008114
155607716,41880948.662315406
156617626,26705923.127158727
156923482,13443751.745
158600441,42793318.293249995
159728104,8960045.888333334
160304623,18737912.51333333
161634165,5680122.14
162074135,19693935.06
162470245,18691285.973333333
162473826,32916806.238999996
162519695,27126569.786833335
163451209,27308897.887
163476947,26063170.98335404
164485476,22697519.10438597
164704160,8063264.83
166025874,29816567.951741572
166359850,7981033.071304347
167710205,21929380.03583333
167894616,21556050.624610197
168061802,23627381.828568183
168418573,13619033.960540872
168767737,35989868.51036585
168971389,27141308.4452646
169373282,26275410.8814
169780169,21481799.84
170141525,22852864.18
170304451,21693581.09572857
170324231,18369387.915
170636008,24657266.809166666
171128613,20357265.3025
171737219,17265186.642539684
171810378,21124651.31627246
172079595,27900200.603355266
172176256,24756695.018668834
173596008,15704978.93230392
173709392,28161960.18210461
174440162,23589897.015904766
174632671,37990521.37033288
174665938,40105025.58345038
175210054,25500914.89406667
175496162,28391416.485833332
175688626,31814423.92109091
176208627,22733399.584897436
176610965,23189698.95088889
177172682,26449711.823948685
177550234,32519994.789247967
178388505,22606982.147639047
179172057,29274594.123764664
179274595,35118009.02
179557243,30449328.288348287
179602059,14410892.328
179779377,15587057.472069263
180533806,12977801.25
180780074,27984448.909619045
181020879,35900671.96797574
181652593,17765761.69814815
182217869,1560240.65
182597807,18043806.802140124
182643837,18637044.467821218
184072039,9567034.509439854
185567792,23998586.90640756
188273373,21340880.734166667
188702805,20653069.04980769
189170487,13170109.92
190677969,23427825.64464286
190780422,35423057.25749161
191585691,26418544.65813492
191762753,28350872.667222224
192155472,8714784.62
192314279,20693301.68
192366411,29033235.39199524
192728586,26935267.559775732
192793377,25693241.83625
193133108,35707891.56981944
193843079,27503212.518125
194733581,25048119.864950977
194876550,26375756.313142605
195176937,23890778.06
198638893,16138870.116192717
198682017,24518089.82142857
198867973,31770397.57060373
199582827,9379556.41
200158446,21253951.329619817
200379470,23265908.19
200552542,29330394.84488889
200821018,24933457.71311594
203851739,30853051.2
204024042,35381425.85727195
204093228,2118495.43
204307461,36853790.08528261
205084535,21839498.233502332
206114058,28455774.34935404
207595769,24353618.713256687
208932047,34553625.086890355
209390995,20748210.24
209395286,8757542.003333334
209605935,30139119.19
209889369,30579477.42666667
209903743,31225607.548608154
210552520,19984897.559481677
210685172,12499195.1
211924631,34251481.05058974
212785561,7784226.793699187
213061410,5498155.25
213110317,27810533.282960664
214212908,22583155.74
214459395,31081149.032359578
215084015,26666740.77784645
215827094,22379923.830132667
216243427,32812705.40333333
216491360,14159499.936282054
216887177,30899919.258377668
217105233,22144979.925630257
217123235,23333266.59
217449897,39196780.67210243
217840681,35458055.17145147
217879036,28519953.373854794
220032891,25772613.874298245
220400107,29533027.951666664
220695695,22458047.416764706
220893709,16437886.840882353
220913104,6924624.595833334
221368463,30679984.617686234
221982579,19927720.456
222060785,19504490.85
222306454,20015309.69
222472066,21676255.133151516
223241301,27616633.904733334
223301576,33515272.21864649
224128981,27057962.4225956
224330402,40887854.02375
224762240,22304241.42
225068536,23602608.16636093
226040799,27068925.69
226960329,38742324.56541519
227954890,35961970.146458566
228342942,21432234.93844617
228353829,25613498.76777778
228376287,20059577.08
228550928,19842573.356011678
228646509,16986572.66
229396475,21453348.084293675
230592569,20449490.626846153
230613655,9786418.78
232867375,17797074.601735882
233011478,22324580.27539768
233175247,15460375.584375
233825937,15787116.95
234117472,38393650.34792037
234411602,11973793.636260504
234531101,33059275.965707265
234729512,24249030.16
234895771,30838037.11244118
234974159,31467082.94833333
235082246,25518032.081309527
235483384,36307136.487557024
235497814,26009534.249295816
235840868,14849532.500656197
235864010,8887716.32
236573262,27226857.14382284
236801440,30475918.112858973
236967152,27874519.035385095
237189175,30565247.004478827
237387316,4909924.45
237608231,37291853.89027259
238016672,21344029.999333333
240793375,28390005.49251042
240945407,21339759.691695236
241071727,24583972.901382077
241413496,17258431.89761788
242009939,7038479.37
242192487,27935517.79
242344304,27603937.67380953
243470829,20869628.924764708
244093072,20083166.305
244138471,18529852.51291667
244948062,28545902.742564104
244979444,17125907.888
246711603,28993953.066687897
247784329,22068215.42166667
249926312,15820695.000374999
249928975,25689916.855882354
250077972,17131697.326818183
250300069,9377053.23
251824409,29475664.97985454
252523521,28315243.780148808
252893312,27423670.11245845
254422575,14783835.955414684
254960267,31127721.826328203
255113432,19301765.51
255883146,27102592.113380954
255961088,14357860.89
256731405,20291505.641583335
256736654,32013830.634456143
256765043,35748551.41990569
258814398,20501388.260427654
258827863,37954732.51475415
259349361,17981919.424852178
259846515,15594237.386027778
260126980,15959802.53368421
260570557,21898426.131379552
261094513,23327830.22889194
261573176,13344325.72
262324454,19290921.67192308
262838505,8727079.746666666
262917132,28520988.491527777
263278760,20482925.07
263546562,16727903.946666667
263859790,15923070.829132754
265214438,29124146.472105265
265337500,31621926.947594807
265526489,9211088.516666666
265554939,15519897.154000001
265714807,19242881.166
266335595,31124010.881430764
266485403,20451479.643014707
267014689,18321620.041818183
267743426,26272514.846811686
268941965,25432274.50125
269223097,18073662.76363636
269624866,11930940.055625
269671782,23635098.51247549
270444899,18739267.354000002
270781452,23184103.402507935
272474477,27276001.16
272506822,26860791.476428572
273038844,42126799.97142857
273375516,8032168.09
273661214,8122899.0453231465
273908871,38317020.86203874
274647606,31219469.3
274713689,3478134.708541667
274776941,40485786.218
274826391,18824934.2
275358298,29986555.30606781
275618587,3055067.52
275739947,22864640.950839743
275984292,13011187.103958335
276265641,25018077.585968424
276267245,24379684.52584973
276991251,19065766.399117645
277199451,30432932.551633716
277385227,37551028.56527137
277861704,25827182.036993466
278015306,35475779.63273809
278061079,18069840.545
279382534,24967920.75
279894017,1235224.97
280193775,20406079.762691878
280345016,13859961.652291665
280707053,17000382.79216577
281111535,36923181.8
281205785,21322996.27358578
281243948,31928793.765
281433579,26171060.729964852
282013529,26109809.28263158
282541492,17543149.03
283729107,14357083.523333335
286172371,34692607.56352299
286415922,7470204.065
286494201,22887131.85
286601632,29165934.243336935
287724078,40099610.77333333
288128790,23905560.40988845
288944939,43688182.49536585
289234386,40323957.952857144
289628352,20591039.480416667
289697709,25086585.786111113
290157200,12481074.290173668
290340906,22696819.02
291111312,25670675.959671054
291446069,34231980.847962186
291542588,2254495.81
291612227,22927982.29
291616846,29877647.422046565
292393964,21940188.90875
292863031,33620555.126659386
293685975,21762804.871329002
293894974,21005900.262
294414595,25766294.078606833
294923558,27281691.55
295043967,20346479.886
295724156,36556080.55780797
296327355,29343474.018248234
297550742,24694826.019019607
298096929,25402411.37161246
298609604,32533695.87666667
298652658,42331840.08
299038176,31327641.35
299836298,20886976.523839284
301231063,22895959.10291667
301666308,21195170.36
301977349,14851472.628589744
303285970,28700406.278381575
303389997,28972947.055
303874646,26673858.58809006
304588196,23995917.58666667
304854690,15102079.565
305180096,18063490.349088743
305886798,32640876.734584276
306421064,18347926.083333336
307285815,8730502.865
307689319,22195152.73733487
308644710,14997455.481768709
308761228,22209435.05
309547615,20323237.45916667
309754372,10109814.956333334
309880772,26030941.37991534
311733042,18173093.64566667
312247963,25045280.949651785
312327371,22903171.30833333
312413663,22023961.19
312443112,12178941.032
313472646,19654685.733451117
313491162,36288017.2285
313562829,23414993.407297622
314766557,33408573.984648723
315324581,26035135.633807693
315554490,18637446.10961378
315807955,41743023.79416666
316354245,13161276.71
316457207,26047241.244363356
316601415,24411237.135
316910469,39416638.012530334
317359464,35218989.02
317810213,30823030.63498308
317947613,25969810.81505862
318052881,20404153.72580769
318604031,21405063.77
319435526,21456503.879473682
319991976,30193463.345504023
320084593,24614515.795
320558659,28629938.46098684
320587419,35547914.535
320957201,25269326.392624997
321286423,1077845.69
321771865,19970359.55
321777364,27141497.12529809
321973122,31616119.723333336
322554143,5957284.91
322938780,22641049.049522143
323842041,7722332.3
323942179,19948870.84
323979270,16667568.224000001
323992484,24068931.65375
324061111,37069360.479595244
324239335,15596579.50670019
324303112,20666494.670784116
325296543,27780666.741599236
326123474,22650076.73625
327774489,32662724.438999996
328493920,24174534.290764704
328997536,13936500.21
329519424,19161790.070125
329685099,25496387.591
329743676,28849117.38272727
329869159,40335999.97075397
330250452,34575396.86515152
330602652,30215439.65311039
331139547,22132869.01771966
331454611,5379787.435714286
331741347,29644240.11017544
332130372,12428008.898
332468195,16071370.764942316
332565096,18798974.76
332705576,5293626.279215686
333634061,36305243.708000004
334202810,21303680.298333336
334815066,29373226.11
334863258,15102010.800077729
335200296,13118243.909000002
335539058,38153679.73167475
335600897,18285828.608333334
335774185,26025863.068125
335972145,24213596.77666667
336555884,27839127.351620775
337181261,26779536.46939628
338730782,18568361.163
339776778,23833636.390238095
340085020,28002049.398383334
341489118,12492849.14
342144807,28862334.63644932
342856424,17886136.88857143
343486461,26309967.193999995
343506498,23683462.545
343649592,40001556.17
344926561,24045800.744951297
345748250,26711470.08535714
346081225,21652518.607948717
346208532,29933847.22
346454379,22774369.73
346693929,20192669.199747786
346695992,16913199.07407417
347404314,20425215.68515089
348525962,28304800.069111723
348585510,35192329.88011585
348929335,25335234.94
349115573,22241805.731236562
349166619,13951280.37458689
349261050,25188280.539333332
349276058,28104441.607583866
349967708,10388753.779990062
350231097,24137247.691556636
350576138,31954808.882
350715824,36720146.97611007
351214678,34842244.0791717
351226681,19161148.69
351808652,25811988.75770315
352103509,23801166.59
352245016,11322736.359000001
352546624,18035210.867696077
352797040,21126369.77375
353149884,30198721.66061704
353434024,19647305.251112532
355918102,23801877.696081348
356409813,36136129.495
357270099,41280010.409547165
357935445,29037236.739584222
360191041,19681363.05521164
362281485,21729511.992731884
362663556,11812394.566764705
362723541,13313948.412153848
362944421,30537316.839839373
363148816,10639632.603441875
363690026,19547160.11125
364057924,20268500.87063158
364427565,20341286.28
365663806,16430994.045833332
366672357,5479849.363344538
366913729,17635786.006264705
366999300,18138397.891666666
368165349,33569307.41894646
368205453,15289679.44259804
370342148,38070485.596503444
372572496,30130596.885185067
372572885,22540361.592083335
373389648,24273366.03304029
373751754,22653229.708690204
374003386,17533672.710405067
374476046,20897137.676666666
374519418,29676538.37666667
374744054,35606704.836666666
375269467,31292852.26875
375817573,27448186.396903973
375866434,36197957.36
376012650,25740201.16125253
376077674,27389273.241666663
376259147,30302746.39360693
378272734,18692407.539107144
378388622,21451045.61
379319711,22501630.268000003
380135591,22452294.088000003
380254855,20669652.862222906
381446562,24185606.344359852
382475291,8777472.06
383644444,20942830.565714285
384021637,27610411.94421474
384028575,25501661.47766468
384986113,26781941.244332805
385456736,17265553.519617647
385652039,28247564.94078022
385689772,9869243.379
386521399,28473700.471098375
386524342,26865779.00013889
387147144,14055838.658652224
387543160,26264638.282105263
388327672,15630621.386661736
388967266,35377601.54875
389045124,30722443.967877187
389063431,23877291.34
389342276,31465683.668741256
389376749,11405178.185
389641034,42287899.71525871
389854000,10912181.5
390086278,34938333.08833333
390431758,22417222.726911902
390599621,35998362.590238094
391398635,24131312.49749534
391645929,14417910.851666667
391993993,24122948.193968847
392695049,32492715.10550794
394405600,32856375.155
395493750,27516596.06428986
395941531,22457944.76091908
396656373,30800634.82621997
396930221,21381980.734444443
397475274,22497629.838421054
397482434,23630958.857336596
397579350,27558075.048027776
398498296,24075797.206347402
399915385,17921430.72
400068658,10801561.5
400447023,21181216.784809526
401389867,22244848.29395098
401597084,35651984.62537848
402443173,17000707.37
402841891,26183518.53470315
403499732,20737069.72655797
403693338,24490355.74148864
403813848,8571529.76
404086291,20252560.266666666
405968441,31354545.689020615
405986904,24995519.349740256
406419185,33735062.37333333
407704492,6883839.37
408159122,7753533.282307692
408908892,41215555.22
409181649,17435397.953214284
410286444,33042124.10780162
410697391,26140497.62915926
412307598,5304399.35
412582902,36419846.351797074
412850648,22766996.107750002
412882013,18517808.40633333
412897835,1687935.54
413098322,21247229.539095238
413909098,34031270.721715964
414725703,25937398.246666666
415819335,25352759.33800866
416387933,30116089.50301555
416703868,8951612.568471013
417046737,28098348.343948685
417438578,37552730.78594473
419064237,20349563.13875
419757001,30703824.12
419997302,14743541.850512821
420197540,14304581.724291667
420608058,19925391.95
420662948,21228262.524214286
420737348,25669023.21927111
420797031,32549682.030801263
421414252,24062894.09
422469488,27529931.049502444
422598854,32038276.77
422823608,29249139.482763
423111522,4529495.78
423834908,33342764.71301282
423958480,27161402.7306917
424084225,39693521.20541975
424907762,31821779.40730159
425874089,3335763.53
426342427,26176575.61
426515905,31908958.7021978
426734809,23123878.9269283
426755371,20491620.675416667
426759182,14108102.47
427233302,3378090.14
427417046,24699693.36875902
428377508,28950782.54975
428449296,33005606.218221426
428961544,37948941.98364309
429014193,36466622.90253816
429876190,1475172.43
429922385,32310900.052222222
430788826,31036054.643286835
431032607,22175441.098421052
431246270,23622518.312088985
432161494,21433399.394
432451034,33340833.34925529
432604327,10696927.351
432642481,16844022.342666667
432656055,25874536.285111114
432852017,22053971.71
433294823,33430287.332484853
433726992,28078004.465
434814620,24311543.94333333
435280771,22277335.070107322
435601171,35339572.77
435625792,32300468.636472214
436194213,26930570.86682773
437787621,34355239.06692537
437879623,24686626.82182927
438037271,37678868.82730445
438510669,23574271.834285717
438855463,34462634.632
439649548,24808938.93698052
439840467,15598617.938799018
440200801,24705037.06972201
440277079,10637794.599583333
440622206,24507743.53666667
440954937,38896324.815
441554153,14038723.88
441985247,32782150.721666664
442262804,5948841.94
442566919,27703737.17899123
442785874,16070455.158
442897603,17278444.444053516
443271898,16419068.007894738
443729995,8463429.895
443801956,27405500.89934524
445030922,19599210.78523077
445201757,20830642.380698975
445697187,28569723.36153909
446325916,26073975.217212126
446460497,36547262.988525294
446829845,30364299.987
448582481,41454363.11159091
448717759,6808440.9945
449337949,10762424.808333335
451389400,30843484.704540774
452872753,18102677.4649271
452952518,30813551.502932243
453062780,21803272.947818443
453279973,18405182.735196076
454111718,20184182.34407071
455169519,24500736.01501053
455763395,26833855.963237304
456111247,25776271.80866667
456530071,29075863.149597168
456760512,22899369.47216666
456824286,16594046.757541668
457158232,38132174.05049306
457367055,35268958.93458333
458107283,23430336.46
458245368,38111815.72656843
458424899,27983643.77653508
459168625,27615099.15
459297264,32450761.44
459658475,18309972.59
459754479,30565648.352801584
460246568,30930036.77172269
460662227,28583718.407818183
461189195,30985685.416081756
461654171,29750253.92474875
462147439,23345664.96848973
462215391,21803285.982982904
462370928,19836055.061666667
463095681,20895668.761
463951514,19969994.294260737
464120498,45069196.01233101
464221746,3723170.94
464739221,20087333.51375
465855968,22457897.86804002
466609082,17223222.302775815
467241432,29449630.589764703
467395592,26223280.23125
468969902,2481766.39
470147329,31029442.273000002
471089356,4392552.12
471141794,24054771.764483336
471640086,16926128.839605264
471819218,20668927.11
472000372,34632189.87507651
472001347,19084831.228696205
473253715,38453494.155836135
474717176,21017435.787521206
475951494,28124900.090950623
476130416,33923144.87309524
476418030,18188641.328027777
477514992,11483752.820059523
478406019,17175370.16
478693808,19071951.170151517
478819393,19795663.696
478877885,31412127.59306335
479589429,25805568.19
479924720,39525007.25064335
481161756,42343831.79
482610902,32938978.36625
482835279,21751987.832847223
483544606,10436968.82951282
483673275,38330533.83987427
484087591,25733996.383970726
484209395,20160661.16166667
484959821,6824362.4
486320003,13543384.96
486521571,24808306.115882352
486582715,11287660.79
486870854,20586822.16
487089895,9006380.37
487738102,21828737.260664683
487872948,21278201.41
488216985,29815338.5314
488543588,31902574.97994503
488745954,37008079.5142619
488957317,17135259.54172638
489905928,35462609.437473126
490232104,25392333.576430514
491051634,14486195.07
491383272,12009513.044482749
492124435,36503820.55274001
492503761,13788043.839649595
493266452,27335220.239166666
493626101,18327450.479201976
493998349,30762113.7275
494013095,15337548.098
494508342,23704241.24760859
496852320,21699536.46
497129673,10648730.744117647
497424077,16271220.000867648
497484784,22768004.48
497525599,31226987.678999998
497759905,8983606.72
498224359,27789195.61642857
498658860,20057682.98
498752802,19552513.11
498982970,14340276.871333335
499839899,11877070.115131117
500109209,34484882.57904762
500619261,19039005.261666667
501063862,11044162.536702562
501669783,34904690.36
501996632,23753716.878000002
502042494,31971175.76
502089322,25427784.37553985
503302360,24732506.236952838
503477526,27079798.241876666
503678585,26202044.654589742
504867793,12630156.89
505481041,21207427.76
505679993,29223855.006499995
505902531,34009214.73
506599132,18138232.394999184
506602503,25785809.719811764
506634508,23394608.10111111
508514016,33656336.175
509054084,10544885.783333333
510005530,35253906.210073955
510037710,15328227.08
510516685,21030677.762000002
510713059,26862095.16141809
510866380,18827692.91
511478043,32834497.071569346
511821311,23999089.098344017
512063460,19926183.35
512130119,20766116.25166667
512972530,6620109.56
513430740,31518935.95250438
513780549,28330586.54990476
513902355,11105636.97
514456478,18396094.79692308
514526218,36021303.515
514626847,19750254.410565607
515406513,38022431.53283251
515532915,34587723.17491633
516673184,21943673.455
516756127,18476684.551666666
516982827,22082003.12602273
517152876,5804005.445714286
517401228,30071036.894615382
517730920,35501162.01414189
517805032,8123421.242525054
518415586,13413478.171190476
518535970,24408429.061458334
518723472,37226024.425008714
519167897,19850366.106
520592304,40475753.147599205
520976342,23832680.882889528
522226172,23001955.851272434
522488664,39241458.39329487
522902852,24578098.19364907
522977276,13776731.860952383
523381875,29633924.476666667
523408374,33552576.852440562
523525047,23062266.923421055
523659898,26296012.447051283
523714450,18769161.665018316
524129027,15074147.676115386
524200811,24974501.588235293
524275101,18273288.738125
525293176,33092561.135767974
528330142,30530399.588551864
529973044,19245618.301333334
530078100,23029592.126511477
530272697,19751115.985238094
530592602,25805319.03320345
530798243,16789375.80291667
531332228,24396842.306810208
531629727,3846751.89
533458227,9785434.966702381
534163204,36085055.71465269
534535511,14532652.839117646
536218024,23422869.00334991
536690992,37300254.44456098
536929568,13194987.31
538265610,23694366.4022196
539787189,40533827.03135888
539838991,42110586.59129932
540365975,30850730.805365853
540496741,22503374.9975
541784221,36325549.58083043
542877441,23765418.77
543457548,23814564.51145093
543483467,18866202.030208334
543698613,15371782.169702135
543768731,495088.29
544179635,6622113.75
544333987,18598991.98376518
544483277,33804361.168352276
544605831,16519556.292310605
544632513,34939401.662317015
545287552,25440210.71455624
545684505,15204104.581675382
545971139,21196797.447142854
546046005,29502045.114523813
546068218,18126731.288333334
546706268,31590198.37416667
546880788,10538403.205098039
547276064,25399711.75208333
547282680,23764098.481066313
547501126,21166148.936666664
547906935,22402515.641084734
548045535,20443000.670429334
548744869,27370868.56491591
548793982,19426423.719237015
548838453,39059341.1609044
549315774,2663970.89
549403103,26235443.65875
549652957,20836482.99
550495054,29635127.393407837
550744346,36591512.84454762
551360293,17723992.7607598
551466129,15814611.15761997
551902988,28870339.952184267
552347392,20590217.031107694
552560301,11049661.180833334
553100734,28670433.826952018
553354303,10279543.675
553471497,30666830.255233336
553671574,35924772.86375
553824008,14246571.644876285
554163653,25487764.182499994
554459553,22903517.22
554653211,23977517.793308124
554661866,32560449.0555836
554860159,7152232.52
554931341,31981627.941321567
555157400,28349453.779691145
556229794,8128290.92
556473951,23477693.57
556524338,9822972.386428572
556883737,38261938.7925
556987550,16194250.321257353
557603051,35771912.04
557650305,29037578.872638892
557911268,3622438.46
558686376,27615964.948
559665878,13506112.265625
562203442,26183571.85813889
562418707,20760959.44331667
562947494,20716936.894809525
563673583,9373935.075
564092589,28692436.81658924
564107532,29429859.75
564131578,16275478.1
565051023,29041193.264733333
566389444,5810995.21
566417741,28696354.737334613
566436879,16714680.517555041
566778083,34115108.97666667
567053540,17506606.63236111
567142088,423566.11
567868974,19515536.026
569685213,17084513.412764706
569815778,4793325.41
570820154,28694188.245473485
571834256,8150812.154000001
572311920,18652143.94176471
572355332,22042529.41632163
573510041,30255797.452902336
573555059,26815595.841461536
573845877,19413592.03769231
573908180,32337310.59838317
574004096,45840194.20567949
574168104,33754638.0549798
574210504,35667626.12040476
574427229,36989620.070041664
574825022,25538031.648027778
574932654,21208107.518119432
575115873,19637713.438416664
575653367,36002671.50504926
576176107,22305797.611021213
577108378,17905342.71857143
577458725,26615376.128501497
577671293,19234935.22
577760804,27917286.303333335
578822373,29885006.758848887
578887397,18186460.68
578908805,28928641.109230768
578942981,20316671.594125
